carat,cut,color,clarity,depth,table,price,x,y,z
0.24,Very Good,G,VVS2,62,56,449,3.99,4.03,2.48
0.31,Ideal,G,VS2,61.1,57,562,4.37,4.4,2.68
0.5,Premium,D,VS2,61.9,58,1845,5.1,5.04,3.14
1.19,Ideal,H,VS2,62,54,7633,6.79,6.83,4.22
0.71,Premium,D,SI1,60.6,58,2863,5.79,5.77,3.5
0.71,Premium,E,SI1,61.8,59,2817,5.75,5.7,3.54
1.31,Ideal,G,VS1,61.9,56,10099,7.03,7.13,4.38
1.28,Premium,H,SI1,59.9,59,6580,7.05,7.08,4.23
1.64,Premium,J,SI2,63,58,5624,7.54,7.49,4.74
0.38,Ideal,E,SI1,61.7,58,658,4.71,4.63,2.88
1,Very Good,G,SI1,59.6,60,4997,6.43,6.49,3.85
0.24,Ideal,H,VVS1,60.7,57,504,4.02,4.05,2.44
1.01,Good,E,SI2,61.4,64,4285,6.29,6.42,3.9
0.58,Very Good,H,SI1,63.3,56,1332,5.34,5.31,3.37
1.02,Ideal,H,SI1,61.8,57,6264,6.43,6.46,3.98
1.01,Ideal,E,SI2,61.5,55,4504,6.45,6.49,3.98
1.04,Ideal,H,VS2,62.2,57,6133,6.46,6.49,4.03
0.3,Ideal,E,VVS2,61.4,55,837,4.32,4.34,2.66
2.12,Ideal,D,SI2,62.9,55,12707,8.17,8.14,5.13
0.35,Ideal,G,VS2,62.5,53,615,4.53,4.56,2.84
0.23,Ideal,F,VS2,61.8,55,493,3.93,3.96,2.43
1.52,Ideal,J,SI1,61.9,56,8131,7.37,7.41,4.57
0.75,Ideal,D,SI1,62.3,57,2954,5.8,5.83,3.62
1.45,Premium,H,VS1,60.6,60,8550,7.27,7.16,4.37
0.7,Ideal,F,SI1,61.3,57,2196,5.76,5.79,3.54
0.28,Ideal,I,VS1,62,56,503,4.2,4.24,2.62
0.42,Premium,G,VS1,60.8,59,921,4.79,4.85,2.93
0.71,Premium,H,SI1,62.1,58,2096,5.72,5.75,3.56
0.31,Premium,D,VS2,62.3,55,942,4.35,4.32,2.7
0.32,Ideal,H,VVS2,61.4,54,628,4.4,4.43,2.71
0.57,Ideal,G,VVS2,61.9,56,2039,5.29,5.3,3.28
0.41,Ideal,G,VS2,62.7,55,1061,4.79,4.75,2.99
0.3,Ideal,G,VS1,62.2,55,605,4.28,4.31,2.67
0.9,Ideal,D,SI1,61.8,57,4919,6.22,6.17,3.83
1.01,Good,E,SI1,64.5,56,4563,6.24,6.29,4.04
1.52,Good,H,VS2,63.3,57,10428,7.32,7.33,4.64
0.55,Ideal,E,VS1,61.5,57,1764,5.23,5.27,3.23
0.3,Premium,D,VS2,60.4,59,911,4.35,4.32,2.62
0.8,Ideal,F,VS2,61.3,55,3913,5.98,6,3.67
0.32,Premium,J,SI1,61.6,58,480,4.4,4.36,2.7
0.81,Ideal,F,VVS2,62.2,53.9,4926,5.97,6.01,3.72
1.5,Premium,H,SI1,59.2,62,9576,7.55,7.49,4.45
0.58,Ideal,E,VS2,60.6,56,1809,5.43,5.47,3.3
1.14,Premium,I,VS1,62.3,59,5291,6.69,6.64,4.15
0.71,Premium,D,SI1,62.7,60,2797,5.67,5.71,3.57
1.51,Good,I,VVS2,63.6,58,7255,7.29,7.26,4.63
1,Good,F,SI1,63.3,61,4712,6.29,6.31,3.99
0.56,Ideal,D,SI1,62.5,56,1729,5.28,5.24,3.29
0.4,Ideal,F,VVS2,62.8,56,1163,4.73,4.69,2.96
0.9,Ideal,H,SI2,61.5,56,3770,6.24,6.18,3.82
2,Ideal,F,SI2,61.6,57,13351,8.16,8.1,5.01
0.31,Good,H,SI1,63.6,57,446,4.32,4.33,2.75
1.22,Ideal,H,VS2,62.8,56,7584,6.81,6.75,4.26
0.3,Very Good,D,SI1,62.6,56,552,4.24,4.29,2.67
1.52,Ideal,F,VS1,62.2,55,16055,7.29,7.41,4.57
0.6,Very Good,G,VVS1,61.2,56,2528,5.41,5.46,3.32
0.55,Ideal,F,VS1,61.9,56,1881,5.25,5.29,3.26
0.41,Premium,F,VVS2,61.6,59,1017,4.79,4.73,2.93
1.01,Very Good,E,VVS2,61.7,60,9930,6.32,6.35,3.91
0.54,Premium,J,VS2,62.6,58,1042,5.16,5.22,3.25
1.5,Premium,E,SI1,60.8,58,11795,7.36,7.32,4.46
1.96,Premium,H,SI2,60.4,62,9769,7.96,7.9,4.79
0.7,Very Good,F,SI1,60.3,59,2312,5.73,5.78,3.47
0.58,Ideal,F,VS1,60.6,55,2117,5.41,5.48,3.3
1,Ideal,G,SI1,62,57,4956,6.39,6.32,3.94
1.26,Very Good,G,SI2,61.3,55,6001,6.94,7,4.27
0.83,Very Good,I,VVS1,61.8,56,3774,6,6.03,3.72
1,Premium,F,SI1,60.7,60,5197,6.36,6.4,3.87
1.05,Fair,F,SI2,66,60,3615,6.3,6.22,4.13
1.21,Fair,E,SI2,65.6,59,4926,6.62,6.56,4.32
1.01,Premium,E,SI1,59.9,59,4991,6.49,6.46,3.88
2.08,Ideal,H,SI2,61.5,57,15065,8.26,8.2,5.06
1.5,Good,D,SI2,61.1,64,7862,7.35,7.26,4.46
0.73,Very Good,E,SI2,59.6,57,2359,5.87,5.91,3.51
1.01,Ideal,E,SI1,62.2,57,5973,6.41,6.35,3.97
1.51,Very Good,I,IF,62.1,59,12291,7.25,7.31,4.52
1.41,Good,E,VVS2,59.9,61,14853,7.21,7.37,4.37
1.04,Premium,G,VS2,60.1,59,6709,6.59,6.56,3.95
0.78,Very Good,H,SI2,63.1,56,2348,5.84,5.88,3.7
0.33,Ideal,D,VS2,61.9,56,1002,4.44,4.42,2.74
0.52,Ideal,H,VS1,61.7,55,1665,5.17,5.21,3.2
0.3,Very Good,D,VS1,61.2,55,610,4.32,4.34,2.65
0.6,Premium,E,VS2,62.7,58,1915,5.37,5.34,3.36
0.91,Good,H,VS1,63.4,56,4298,6.12,6.18,3.9
0.32,Ideal,J,VVS1,60.8,56,494,4.47,4.48,2.72
0.51,Ideal,J,VS2,62.5,57,1080,5.04,5.08,3.16
0.59,Ideal,G,VVS2,62.2,56,1966,5.37,5.4,3.35
0.38,Ideal,D,VVS2,61.3,56,1200,4.63,4.73,2.87
1.2,Premium,I,I1,60.5,58,2925,6.9,6.79,4.14
0.32,Premium,F,VS2,61.3,60,645,4.37,4.4,2.69
0.25,Ideal,F,VVS1,60.9,57,575,4.06,4.09,2.48
0.32,Ideal,D,VS2,61,57,972,4.46,4.42,2.71
0.7,Very Good,I,SI2,59.5,58,1795,5.73,5.79,3.43
1.5,Fair,H,VS2,65.2,58,10206,7.12,7.06,4.62
0.32,Ideal,E,VS1,61.6,57,758,4.35,4.39,2.69
0.54,Ideal,I,SI1,62.1,54,1057,5.24,5.26,3.26
1.18,Ideal,H,SI1,61.5,57,6440,6.78,6.82,4.18
0.5,Very Good,H,VS2,62.3,58,1302,5.05,5.12,3.17
1.52,Very Good,G,VS1,59.3,59,12916,7.48,7.55,4.46
0.74,Very Good,H,VVS2,61.3,58,2944,5.8,5.85,3.57
1.02,Ideal,F,VS1,62.6,54,8157,6.45,6.41,4.02
0.31,Good,F,VS2,58.2,58,637,4.46,4.51,2.61
0.58,Premium,E,VS1,61.8,55,2192,5.39,5.35,3.32
0.5,Premium,F,VS2,61.4,59,1736,5.12,5.1,3.14
1.7,Very Good,E,SI2,63.3,57,12030,7.59,7.51,4.78
1.01,Fair,E,SI2,56.8,66,3991,6.63,6.58,3.75
0.31,Ideal,D,SI1,61.2,55,571,4.37,4.49,2.71
0.37,Premium,I,VVS1,61.6,59,681,4.62,4.66,2.86
0.38,Very Good,D,SI1,61.3,57,701,4.67,4.7,2.87
1,Very Good,F,SI1,61.8,58,5058,6.37,6.44,3.96
0.5,Premium,F,SI1,59.6,60,1378,5.15,5.12,3.06
0.72,Ideal,H,VS2,62,56,2443,5.8,5.74,3.58
0.71,Very Good,F,VS2,63,54,3323,5.7,5.72,3.6
1.01,Good,F,VS1,61.2,56,6825,6.42,6.49,3.95
0.32,Very Good,E,SI1,63.4,55,720,4.36,4.35,2.76
0.54,Ideal,D,VS2,61.3,56,1892,5.22,5.26,3.21
0.33,Ideal,G,VS1,61.7,56,666,4.44,4.47,2.75
1.01,Good,D,SI1,58.3,59,5747,6.59,6.61,3.85
0.4,Ideal,F,VS2,62.7,56,842,4.73,4.77,2.98
1.23,Premium,G,VS1,59.6,60,8293,6.99,6.94,4.15
0.31,Good,G,VVS1,63.4,57,816,4.32,4.36,2.75
1.01,Very Good,J,VS1,59.5,59,4588,6.54,6.6,3.91
0.23,Ideal,F,VVS2,60.3,57,530,3.99,4.03,2.42
1.22,Good,H,SI2,61.5,64,4782,6.93,6.87,4.25
0.32,Ideal,E,VS2,61.6,55,702,4.41,4.42,2.72
0.42,Ideal,F,SI2,62.1,56,851,4.83,4.8,2.99
0.3,Premium,G,VVS2,62.9,58,819,4.29,4.26,2.69
0.3,Ideal,F,VVS1,61.5,58,814,4.3,4.32,2.65
0.35,Premium,G,SI1,60.3,60,522,4.57,4.59,2.76
1.24,Very Good,H,SI1,62.4,58,6625,6.93,6.82,4.29
0.9,Very Good,D,SI2,63.5,58,3918,6.08,6.17,3.89
1.31,Premium,H,VS2,62.5,58,7459,6.97,6.94,4.35
0.54,Ideal,D,VS2,61.3,56,1993,5.26,5.22,3.21
1,Fair,E,SI1,66.5,55,3696,6.21,6.19,4.12
1.2,Premium,J,SI2,61.1,59,4234,6.81,6.78,4.15
2,Premium,H,SI1,63,54,14319,8.07,7.99,5.06
0.99,Fair,J,SI1,58,67,2949,6.57,6.5,3.79
0.77,Ideal,H,SI1,62.2,56,2781,5.83,5.88,3.64
0.4,Premium,D,SI1,59.9,60,990,4.77,4.75,2.85
1.74,Ideal,F,SI1,62.4,57,14775,7.68,7.64,4.78
0.59,Ideal,D,SI1,61.3,59,1793,5.36,5.4,3.3
0.81,Ideal,E,SI1,62.4,57,3109,5.92,5.97,3.71
0.23,Very Good,E,VVS1,60.9,58,530,3.95,3.96,2.41
0.25,Very Good,E,VVS2,63,57,575,4,4.06,2.54
0.71,Ideal,F,SI2,61.6,56,2168,5.73,5.67,3.51
0.41,Ideal,I,VVS1,61.8,55,863,4.76,4.79,2.95
1.56,Ideal,G,VS2,62.2,54,12800,0,0,0
1.51,Good,F,SI1,60.9,61,11560,7.3,7.32,4.45
1.02,Premium,H,VS2,61.2,58,5312,6.5,6.47,3.97
0.4,Very Good,D,SI1,63.8,54,694,4.68,4.75,3.01
1.2,Premium,H,SI1,62.4,58,5718,6.76,6.79,4.23
1.01,Premium,D,SI1,62.9,59,5543,6.43,6.39,4.03
1.5,Good,F,SI2,62.6,64,8820,7.25,7.19,4.52
0.28,Ideal,G,IF,61.5,57,650,4.19,4.21,2.58
0.31,Very Good,H,SI1,63.1,57,573,4.34,4.31,2.73
0.42,Ideal,D,VS1,62.3,57,1350,4.8,4.76,2.98
0.4,Premium,E,SI1,62.9,58,907,4.74,4.71,2.97
0.31,Ideal,E,VVS1,62.1,55,853,4.34,4.36,2.7
0.25,Very Good,E,VVS2,60.9,59,575,4.03,4.11,2.48
0.34,Ideal,G,VS2,61.9,55,765,4.53,4.49,2.79
0.51,Very Good,H,VS1,62.3,56,1628,5.1,5.13,3.18
0.5,Good,G,VVS2,64.1,56,1791,5.06,5.02,3.23
0.32,Ideal,D,SI2,61.7,55,454,4.39,4.42,2.72
0.35,Premium,H,SI1,60,61,630,4.6,4.57,2.75
0.31,Very Good,D,VS2,61.8,57,734,4.36,4.41,2.71
0.34,Premium,E,VS1,59.9,58,805,4.54,4.58,2.73
0.53,Very Good,E,VS2,60.1,59,1852,5.24,5.27,3.16
0.55,Ideal,D,VS2,62.3,55,2030,5.29,5.24,3.28
0.3,Very Good,G,VVS2,60.4,59,598,4.33,4.35,2.62
0.53,Ideal,H,SI2,61.6,56,1054,5.16,5.19,3.19
1.53,Ideal,E,SI2,61,55,10698,7.44,7.5,4.55
0.4,Fair,E,VS2,64.7,58,813,4.63,4.67,3.01
1.01,Premium,H,SI1,62.1,60,4439,6.43,6.39,3.98
0.5,Ideal,I,SI1,62,55,982,5.08,5.11,3.16
0.93,Premium,F,SI1,62.5,58,4010,6.22,6.19,3.88
1.06,Ideal,D,VVS2,61.8,56,13588,6.49,6.53,4.03
1.04,Very Good,G,VS2,61.1,56,6334,6.54,6.56,4.01
0.3,Premium,F,VS2,62.5,58,776,4.32,4.29,2.69
0.7,Fair,F,VS2,64.5,57,2762,5.57,5.53,3.58
1.59,Ideal,H,VS2,60.7,61,11437,7.56,7.5,4.57
0.31,Ideal,G,VVS2,61.8,54,687,4.36,4.38,2.7
0.54,Very Good,F,VS2,63,56.8,1745,5.18,5.22,3.28
0.3,Premium,E,SI1,61.7,56,675,4.29,4.27,2.64
0.3,Very Good,H,VVS1,63.1,54,819,4.34,4.28,2.72
1.01,Ideal,H,SI1,62.2,58,4773,6.37,6.43,3.98
1.01,Good,G,SI1,63.7,60,5021,6.28,6.32,4.01
0.37,Ideal,G,VVS1,61.4,55,936,4.67,4.71,2.88
1,Very Good,I,SI1,63.1,58,4149,6.3,6.35,3.99
1.25,Ideal,H,VVS2,60.6,57,8036,7,6.97,4.23
1.24,Premium,D,SI2,61.4,59,6965,6.91,6.87,4.23
0.33,Ideal,F,SI2,61.4,57,413,4.44,4.48,2.74
0.33,Very Good,I,IF,59,61,694,4.49,4.56,2.67
1.2,Good,G,VS2,64,59,6720,6.8,6.63,4.3
2.06,Ideal,I,SI1,61.9,56,16626,8.17,8.19,5.06
0.71,Premium,F,VS1,58.6,62,3082,5.88,5.82,3.43
1.71,Very Good,J,VS2,62.6,55,9170,7.58,7.65,4.77
0.51,Good,D,SI1,63.3,57,1423,5.06,5.09,3.21
0.55,Ideal,F,VS2,61.4,56,1715,5.28,5.31,3.25
0.77,Premium,I,SI1,60.4,58,2089,5.96,5.99,3.61
0.28,Ideal,D,VVS2,61.1,55,827,4.23,4.28,2.6
1.21,Ideal,H,SI1,60.3,60,6620,6.9,6.87,4.15
0.3,Ideal,E,SI1,61.6,54,499,4.32,4.35,2.67
0.58,Very Good,J,VS2,62.9,58,1266,5.3,5.32,3.34
1,Good,J,VS2,62,61,3835,6.36,6.45,3.97
1.2,Very Good,E,VS1,59.4,56,9904,6.94,7,4.14
1,Good,G,VS1,58.6,62,5921,6.5,6.53,3.82
0.53,Very Good,G,SI1,60.2,57,1367,5.22,5.28,3.16
0.3,Ideal,D,SI1,61,54,709,4.35,4.34,2.65
1.04,Ideal,G,VVS1,62.2,55,8794,6.51,6.48,4.04
0.9,Very Good,G,VS2,58.4,61,4276,6.33,6.38,3.71
1.11,Premium,H,VS2,62,59,5395,6.66,6.59,4.11
1.51,Ideal,I,VS2,62.3,57,9297,7.28,7.37,4.56
1.2,Premium,H,VS2,62.4,59,6416,6.73,6.69,4.19
0.33,Premium,H,VS1,61.5,58,743,4.46,4.39,2.72
0.91,Good,F,SI1,63.7,58,3993,6.1,6.17,3.91
0.41,Ideal,E,VVS1,61.9,55,1367,4.78,4.79,2.96
0.71,Premium,G,VS2,59.8,56,2766,5.89,5.81,3.5
1.7,Ideal,D,SI1,60,54,12190,7.76,7.71,4.64
1,Good,I,SI2,63.9,60,3465,6.26,6.3,4.01
0.4,Ideal,E,VS1,62.3,56,1125,4.73,4.71,2.94
0.74,Premium,E,VS1,60.9,62,2999,5.83,5.8,3.54
0.34,Ideal,D,VS2,62.3,55,805,4.45,4.48,2.78
2.09,Good,J,VS2,57.2,64,11576,8.51,8.46,4.85
0.32,Ideal,D,VS2,61.9,57,972,4.39,4.37,2.71
0.9,Premium,E,VS2,59.5,58,5312,6.33,6.28,3.75
0.42,Premium,H,SI1,60.5,58,1008,4.85,4.83,2.93
0.32,Ideal,H,VVS2,61.8,55,828,4.42,4.38,2.72
0.69,Very Good,G,VVS2,63.8,53.7,2553,5.6,5.72,3.61
1.11,Premium,J,VS2,59.9,60,4315,6.78,6.71,4.04
1.09,Ideal,G,I1,61,56,3614,6.66,6.62,4.05
2.06,Premium,E,SI2,58.8,58,14634,8.42,8.35,4.93
1.13,Premium,I,SI2,59.9,57,4271,6.8,6.76,4.06
0.27,Ideal,E,VVS1,62.3,56,622,4.15,4.17,2.59
1.59,Ideal,J,VS2,62.9,58,8681,7.45,7.39,4.66
0.38,Ideal,G,VS2,62.2,56,766,4.62,4.64,2.88
0.9,Good,H,VS1,64,59,3734,6.01,6.05,3.86
1.01,Premium,G,VVS2,61.7,59,7466,6.44,6.37,3.95
1.51,Good,F,SI2,63.4,57,9301,7.25,7.29,4.61
1.15,Premium,D,SI1,61.1,53,7213,6.83,6.76,4.15
1.1,Ideal,E,SI2,61.6,57,4829,6.68,6.64,4.1
0.58,Ideal,D,VS1,61.4,57,2067,5.41,5.34,3.3
0.61,Ideal,D,SI1,62.1,55,1752,5.42,5.43,3.37
0.33,Very Good,E,SI1,62,60,579,4.38,4.43,2.73
0.56,Very Good,E,VS1,58.6,57,1742,5.43,5.46,3.19
0.38,Ideal,E,VS1,62.7,55,1000,4.6,4.65,2.9
1.19,Very Good,G,VVS2,61.8,59,8689,6.75,6.77,4.18
0.41,Very Good,D,VS2,62.8,55,1007,4.7,4.73,2.96
1.21,Very Good,G,SI2,62.8,60,5558,6.7,6.77,4.23
0.4,Ideal,H,VVS1,62.3,54,1088,4.77,4.74,2.96
0.34,Good,D,SI1,63.1,57,626,4.44,4.46,2.81
1.56,Premium,G,VS1,60.2,60,13079,7.47,7.52,4.51
1.01,Good,D,VS2,60.1,64,5986,6.36,6.32,3.81
1.06,Premium,H,SI1,61,58,5075,6.61,6.57,4.02
1.01,Very Good,F,VS2,60.8,58,6288,6.44,6.49,3.93
0.31,Premium,F,VS2,62.3,60,625,4.32,4.35,2.7
0.24,Very Good,F,VVS2,61.4,57,538,4.03,4.06,2.48
0.78,Premium,I,SI1,61.9,58,2387,5.93,5.87,3.65
0.29,Ideal,E,VVS1,62.7,55,669,4.2,4.22,2.64
0.59,Ideal,G,VS1,64.1,54,1803,5.37,5.3,3.42
0.42,Ideal,G,VS2,61.9,57,1048,4.83,4.79,2.98
1.05,Good,J,VS1,57.8,64,3881,6.74,6.67,3.88
0.63,Ideal,D,VS2,61.5,54,2013,5.54,5.58,3.42
0.71,Ideal,G,VVS1,62.1,56,3167,5.72,5.84,3.59
0.7,Premium,F,VS1,60.8,62,2874,5.71,5.67,3.46
0.7,Good,H,VS2,59.1,65,2234,5.75,5.85,3.43
0.91,Good,I,VS2,58,62,3747,6.32,6.38,3.68
0.42,Premium,H,SI1,59.5,57,898,5.11,4.78,2.94
0.55,Premium,I,VVS1,61.3,59,1712,5.3,5.27,3.24
0.4,Ideal,G,VS2,61.2,57,1035,4.78,4.73,2.91
0.7,Fair,F,SI2,64.9,58,2035,5.46,5.59,3.59
0.5,Very Good,G,SI2,58.6,61,983,5.16,5.21,3.04
1.01,Premium,I,SI1,62.7,59,3959,6.43,6.36,4.01
0.51,Good,G,VS2,63.9,56,1343,5.07,5.1,3.25
0.36,Ideal,H,SI1,61.9,55,556,4.57,4.59,2.83
0.31,Ideal,F,VVS1,61.4,56,840,4.37,4.4,2.69
1.9,Ideal,I,SI2,60.9,55,12165,8,8.06,4.89
0.31,Ideal,F,IF,61.2,57,914,4.35,4.38,2.67
0.55,Ideal,G,SI1,61.3,56,1605,5.26,5.31,3.24
1.01,Very Good,F,VVS2,59.8,58,8212,6.47,6.55,3.89
0.7,Good,H,SI1,60.2,64,2176,5.72,5.65,3.42
1.02,Ideal,F,VS1,61.5,56,7916,6.47,6.5,3.99
0.36,Very Good,F,SI1,60.3,58,600,4.6,4.65,2.79
0.54,Ideal,J,VVS1,62.2,54,1239,5.23,5.25,3.26
0.9,Good,E,SI2,62,63,3218,6.09,6.14,3.79
0.35,Ideal,F,VVS2,62.1,56,745,4.52,4.56,2.82
1.14,Premium,H,SI1,63,57,4654,6.7,6.65,4.2
1.01,Very Good,H,VS2,60.7,58,5638,6.47,6.51,3.94
1.2,Premium,G,VS1,62.4,59,8056,6.73,6.69,4.19
0.35,Very Good,H,SI1,61.3,55,504,4.55,4.58,2.8
0.34,Ideal,F,VS2,62.1,55,686,4.47,4.51,2.79
0.76,Very Good,J,VS2,61.2,57,2206,5.86,5.91,3.6
0.72,Premium,G,VS1,58.9,58,3032,5.93,5.85,3.47
0.51,Very Good,I,SI2,60.5,56,1105,5.23,5.25,3.17
1.22,Ideal,F,VVS1,61.2,57,13029,6.88,6.92,4.22
1.23,Ideal,G,VVS2,61,55,9525,6.93,6.95,4.23
0.7,Very Good,E,SI1,61.7,62,2569,5.64,5.68,3.49
1.06,Ideal,J,VS2,62.4,54,4643,6.51,6.57,4.08
0.53,Ideal,G,SI1,63,54,1273,5.18,5.14,3.25
0.3,Ideal,I,VS2,62,55,438,4.3,4.35,2.68
0.29,Very Good,E,VS1,59.2,58,619,4.36,4.39,2.59
0.34,Premium,G,VS2,61.2,62,765,4.48,4.44,2.73
0.6,Ideal,E,SI1,61.4,57,1601,5.52,5.46,3.37
0.72,Ideal,H,SI2,61.3,55,2410,5.78,5.81,3.55
0.58,Ideal,F,VS2,60.6,56,1809,5.41,5.44,3.29
0.51,Premium,E,VS2,59.2,61,1662,5.17,5.16,3.06
1.1,Very Good,F,VS2,60.6,58,7509,6.67,6.77,4.07
1.21,Premium,I,SI2,62.1,59,4879,6.86,6.8,4.24
1.45,Very Good,F,VS2,62.6,58,11667,7.12,7.2,4.48
0.25,Very Good,I,VVS2,61.6,56,455,4.06,4.09,2.51
0.38,Ideal,G,VVS1,61.7,55,993,4.67,4.7,2.89
0.3,Premium,D,VS2,62.2,60,911,4.3,4.28,2.67
0.73,Very Good,H,VS2,61.3,60,2430,5.72,5.79,3.53
0.33,Very Good,H,IF,61.2,56,838,4.46,4.5,2.74
1.51,Premium,H,SI1,59.9,60,9261,7.45,7.4,4.45
0.4,Very Good,D,VVS2,60.8,56,1133,4.78,4.82,2.92
1,Premium,H,VVS1,62.3,60,6132,6.36,6.28,3.94
1.26,Fair,H,SI2,64.9,60,3881,6.7,6.62,4.32
1.04,Premium,G,IF,60.7,58,8813,6.65,6.52,4
0.5,Good,F,VS2,63.3,57,1436,5.01,5.07,3.19
1.05,Premium,G,SI1,59.1,57,4510,6.73,6.63,3.95
0.53,Ideal,F,SI2,60.3,56,1335,5.25,5.3,3.18
1.51,Premium,E,SI1,59.6,61,12236,7.53,7.43,4.46
0.44,Premium,G,VS1,62.3,59,965,4.82,4.87,3.02
0.7,Very Good,G,VS2,58.2,60,2282,5.84,5.78,3.38
1.01,Good,F,SI1,62.4,59,5378,6.29,6.33,3.94
0.31,Ideal,I,VS1,61.7,54.6,502,4.38,4.39,2.71
1.11,Premium,E,SI1,61.3,58,5908,6.66,6.61,4.07
1,Ideal,J,VS2,61.9,54,4278,6.41,6.45,3.98
0.34,Premium,D,SI1,62,58,584,4.43,4.47,2.76
0.35,Ideal,G,VVS2,62.1,56,798,4.47,4.51,2.79
0.4,Ideal,G,SI1,62.5,54,741,4.74,4.77,2.97
1.01,Premium,F,VS2,59.2,61,6900,6.59,6.55,3.89
0.52,Ideal,D,SI2,61.7,55,1292,5.17,5.2,3.2
0.38,Ideal,E,VVS2,62.5,53,1013,4.62,4.66,2.9
2.02,Very Good,G,SI2,63.1,57,12094,8.01,7.97,5.04
0.3,Ideal,E,VVS2,61.4,55,1053,4.34,4.36,2.67
0.55,Premium,E,SI2,61.9,58,1185,5.2,5.24,3.23
1,Ideal,H,SI1,61.4,57,4564,6.37,6.34,3.9
1.47,Very Good,J,VS2,62.5,59,6763,7.18,7.23,4.5
0.3,Ideal,H,VS1,62.1,54,675,4.35,4.32,2.69
1.03,Ideal,G,VVS1,59.9,61,8955,6.56,6.63,3.95
0.5,Fair,E,VS2,79,73,2579,5.21,5.18,4.09
0.42,Ideal,H,VS1,62,57,1087,4.82,4.8,2.98
1.52,Ideal,F,SI2,62.5,57,9533,7.36,7.32,4.59
0.4,Fair,D,SI1,65.1,55,644,4.63,4.68,3.03
0.8,Very Good,F,VS1,62.6,57,3720,5.9,5.98,3.72
1.51,Good,E,I1,63.6,60,5647,7.3,7.26,4.63
0.91,Premium,H,VS2,61.9,59,4201,6.18,6.23,3.84
0.82,Ideal,F,SI1,62.1,56,3361,6.04,6,3.74
1.75,Good,I,VS1,58.3,59,13047,7.92,7.97,4.63
1.05,Premium,E,IF,59,58,11946,6.7,6.66,3.94
0.7,Fair,I,VS2,66.1,56,1814,5.53,5.48,3.64
0.34,Premium,H,VS2,60.2,60,689,4.56,4.51,2.73
0.53,Ideal,E,SI1,61.9,55,1585,5.2,5.24,3.23
0.97,Very Good,F,SI2,59.9,59,4063,6.38,6.45,3.84
0.53,Ideal,E,VS2,61.5,56,1948,5.22,5.25,3.22
1.55,Ideal,G,SI2,60.7,55,9704,7.54,7.51,4.57
0.77,Ideal,F,VS1,60.9,58,3655,5.91,5.95,3.61
1.06,Ideal,I,VS2,61.6,57,5748,6.53,6.58,4.04
1.52,Premium,F,VS2,59.4,60,13530,7.61,7.5,4.49
0.32,Ideal,I,VS1,61.7,55.6,529,4.41,4.43,2.73
0.75,Ideal,G,VS2,60.6,55,2939,5.93,5.91,3.59
1.21,Very Good,I,VS2,62,57,5931,6.78,6.83,4.22
1.07,Ideal,J,VS2,61.6,56,4686,6.59,6.55,4.04
0.53,Premium,F,SI1,62.2,58,1266,5.19,5.16,3.22
0.51,Ideal,G,VS1,59.7,57,1781,5.25,5.2,3.12
1.11,Very Good,G,SI2,63.2,56,4848,6.61,6.56,4.16
0.5,Fair,D,VS2,66.9,57,1431,4.95,4.83,3.27
1.21,Premium,E,SI2,61.5,58,6223,6.86,6.79,4.2
0.74,Very Good,E,SI1,63.5,56,2803,5.74,5.79,3.66
0.42,Ideal,F,VVS2,61.3,57,1142,4.8,4.82,2.95
0.31,Premium,G,VS1,62.4,58,802,4.34,4.31,2.7
0.5,Ideal,D,SI1,62.9,57,1654,5.08,5.06,3.19
0.3,Ideal,F,VS1,61.6,54.7,652,4.33,4.34,2.67
1.14,Premium,D,SI1,60.5,59,5809,6.79,6.73,4.09
1.2,Good,J,SI2,63.3,54.4,4659,6.72,6.78,4.27
1.5,Premium,F,VS2,61.5,58,14071,7.34,7.36,4.52
0.41,Ideal,H,VS1,61.8,56,827,4.77,4.81,2.96
1.83,Very Good,I,VS1,61.9,57,13587,7.85,7.91,4.88
1.01,Ideal,E,SI1,59.8,60,5751,6.56,6.48,3.9
0.32,Good,E,SI1,63.1,56,561,4.36,4.39,2.76
0.3,Ideal,F,VS1,62.2,54.4,652,4.3,4.33,2.68
1.11,Very Good,H,SI1,61.9,58,5780,6.63,6.65,4.11
0.49,Premium,E,SI1,61.5,58,1084,5.08,5.06,3.12
0.55,Ideal,G,VVS2,60.8,56.9,2064,5.27,5.31,3.22
0.36,Ideal,G,SI2,61.1,54,505,4.61,4.65,2.83
0.35,Premium,E,VS2,59.5,58,767,4.59,4.62,2.74
0.39,Ideal,F,VS1,62.2,56,1024,4.7,4.63,2.9
2.01,Good,D,SI2,59.9,65,16624,8,8.07,4.81
1.09,Very Good,F,VVS1,61.4,58,10463,6.6,6.65,4.07
0.3,Ideal,G,VVS2,62.2,55,878,4.33,4.29,2.68
0.42,Premium,G,IF,61.6,58,1400,4.76,4.79,2.94
0.28,Very Good,E,VVS2,59.1,59,642,4.27,4.33,2.54
0.54,Ideal,G,SI1,61.5,55.1,1395,5.25,5.27,3.23
0.54,Ideal,H,VVS1,61.1,57,1846,5.22,5.26,3.2
0.55,Very Good,G,VVS1,60.8,58,1838,5.25,5.3,3.21
0.51,Ideal,G,VS1,61.7,56,1656,5.1,5.14,3.16
0.24,Ideal,G,VVS1,62.2,56,559,4,4.04,2.5
