"","ViolentCrimesPerPop","population","householdsize","racepctblack","racePctWhite","racePctAsian","racePctHisp","agePct12t21","agePct12t29","agePct16t24","agePct65up","numbUrban","pctUrban","medIncome","pctWWage","pctWFarmSelf","pctWInvInc","pctWSocSec","pctWPubAsst","pctWRetire","medFamInc","perCapInc","whitePerCap","blackPerCap","indianPerCap","AsianPerCap","HispPerCap","NumUnderPov","PctPopUnderPov","PctLess9thGrade","PctNotHSGrad","PctBSorMore","PctUnemployed","PctEmploy","PctEmplManu","PctEmplProfServ","PctOccupManu","PctOccupMgmtProf","MalePctDivorce","MalePctNevMarr","FemalePctDiv","TotalPctDiv","PersPerFam","PctFam2Par","PctKids2Par","PctYoungKids2Par","PctTeen2Par","PctWorkMomYoungKids","PctWorkMom","NumKidsBornNeverMar","PctKidsBornNeverMar","NumImmig","PctImmigRecent","PctImmigRec5","PctImmigRec8","PctImmigRec10","PctRecentImmig","PctRecImmig5","PctRecImmig8","PctRecImmig10","PctSpeakEnglOnly","PctNotSpeakEnglWell","PctLargHouseFam","PctLargHouseOccup","PersPerOccupHous","PersPerOwnOccHous","PersPerRentOccHous","PctPersOwnOccup","PctPersDenseHous","PctHousLess3BR","MedNumBR","HousVacant","PctHousOccup","PctHousOwnOcc","PctVacantBoarded","PctVacMore6Mos","MedYrHousBuilt","PctHousNoPhone","PctWOFullPlumb","OwnOccLowQuart","OwnOccMedVal","OwnOccHiQuart","OwnOccQrange","RentLowQ","RentMedian","RentHighQ","RentQrange","MedRent","MedRentPctHousInc","MedOwnCostPctInc","MedOwnCostPctIncNoMtg","NumInShelters","NumStreet","PctForeignBorn","PctBornSameState","PctSameHouse85","PctSameCity85","PctSameState85","LandArea","PopDens","PctUsePubTrans","LemasPctOfficDrugUn"
"576",241.28,22124,2.42,4.14,95.21,0.43,0.46,12,21.54,10.13,18.22,22124,100,28261,68.27,0.43,50.13,38.56,6.22,26.05,34117,13944,13817,10191,7309,60635,15528,2081,9.48,12.65,26.07,11.35,6.7,49.1,35.86,21.38,22.82,18.7,8.19,23.92,10.28,9.32,2.9,76.39,74.61,82.6,86.89,52.45,58.65,218,1.14,755,1.46,1.46,2.78,2.78,0.05,0.05,0.09,0.09,90.62,0.92,2.3,1.67,2.4,2.52,2.1,75.98,0.81,38.82,3,504,94.77,72.53,2.38,54.17,1955,3.22,0.05,35500,48400,66100,30600,176,239,285,109,335,21.4,14.2,11.8,0,1,3.41,51.09,70.13,88.18,93.45,18.6,1190,0.91,0
"577",69.94,24825,2.67,0.44,98.58,0.82,0.76,11.38,24.48,11.5,13.95,24825,100,43960,79.37,0.62,53.39,29.94,5.4,16.68,51815,19009,18976,14491,60121,27053,22771,1025,4.16,4.36,13.31,26.03,6.39,65.88,16.68,26.72,8.68,33.73,5.79,31.81,8.44,7.2,3.16,83.67,83.39,92.16,81.37,61.2,70.55,96,0.53,1131,0.53,2.12,5.39,10.26,0.02,0.1,0.25,0.47,94.28,0.86,4.47,3.25,2.64,2.89,2.01,78.05,0.69,38.31,3,224,97.65,71.22,1.34,24.55,1945,0.24,0.34,164800,190600,230800,66000,442,607,722,280,673,24.9,22.5,14.7,0,0,4.56,82.44,70.63,90.24,95.7,7.7,3208.9,7.37,0
"578",224.8,33181,2.48,0.92,97.11,1,0.64,14.56,30.69,16.58,11.85,33181,100,24674,76.55,0.85,41.59,26.11,9.42,14.89,32156,13418,13489,9798,13117,13173,7971,4702,14.98,5.83,16.49,24.45,5.78,61.64,7.76,33.3,9.62,30.82,11.36,35.59,16.33,14.05,2.91,66.48,64.93,76.49,75.56,65.33,70.87,697,2.94,1120,10.8,15.45,17.05,20.98,0.36,0.52,0.58,0.71,93.74,0.54,3.09,1.9,2.31,2.52,2.11,52.91,1.29,55.12,2,974,93.22,48.47,1.33,21.05,1941,3.91,0.63,61200,76800,98400,37200,265,365,449,184,411,26.5,18.8,14.2,51,0,3.38,69.39,42.06,74.15,85.91,35.7,929.6,1.55,0
"579",1275.11,48997,2.6,49.59,49.62,0.39,0.54,14.54,26.53,12.47,11.9,49165,100,24055,76.67,0.77,28.13,27.54,11.28,11.47,29489,12593,17759,7425,8277,18468,8449,8804,18.09,13.64,33.07,16.67,5.66,62.47,28.68,18.4,24.69,23.99,10.49,30.69,14.76,12.89,3.13,58.43,52.52,62.85,63.41,67.9,72.24,4260,9.71,379,13.46,24.01,37.73,37.73,0.1,0.19,0.29,0.29,96.51,0.58,5.35,3.79,2.58,2.63,2.52,53.63,4.22,48.63,3,1302,93.55,52.64,1.84,27.65,1967,8.66,0.65,42000,60300,86600,44600,153,234,326,173,364,25.4,19.2,14.7,16,0,0.77,81.38,52.11,76.76,90.57,25.9,1893.2,0.56,3.54
"580",536.18,47217,2.64,3.85,92.82,1.75,9.98,12.46,26.77,12,8.46,47217,100,36843,87,0.39,38.53,19.32,2.99,10.16,41768,16747,17319,7042,20457,12342,13599,3639,7.77,4.56,19.32,20.5,4.66,70.62,9.29,20,8.95,27.69,11.74,27.29,15.43,13.64,3.06,76.49,73.84,86.33,76.04,59.89,71,648,2.1,5150,17.63,24.35,33.59,44.99,1.92,2.66,3.66,4.91,84.18,2.08,3.49,2.51,2.62,2.69,2.43,75.71,4.32,51.08,2,1982,90.03,73.83,2.88,27.45,1979,2.97,0.4,75900,106600,150900,75000,392,498,601,209,581,26.3,24.8,11.3,0,0,10.91,30.22,36.21,71.45,83.54,33.5,1411.1,0.49,0
"581",216.8,33862,2.34,1.7,97.7,0.3,0.29,12.47,23.71,11.54,17.41,33809,100,20461,64.27,0.43,35.8,38.41,9.42,21.02,26550,11269,11322,8976,5115,15083,17367,6308,18.99,13.76,30.81,12.8,8.01,50.9,19.48,24.23,17.86,22.77,11.35,25.25,14.62,13.17,2.89,67.27,64.43,72.81,75.54,52.37,63.04,763,2.6,272,12.13,14.34,15.81,15.81,0.1,0.12,0.13,0.13,97.75,0.44,3.04,2,2.3,2.39,2.16,65.27,0.95,48.37,3,1878,88.51,62.93,3.41,54.58,1951,9.3,0.32,30900,42600,60000,29100,179,247,299,120,330,27.1,16.3,13.3,4,1,0.8,80.69,56.47,86.73,91.55,11.6,2926.2,0.9,0
"582",534.6,20125,3.49,0.21,75.81,0.11,87.59,18.77,30.62,14.78,10.73,20125,100,16553,69.26,1.17,18.27,32.45,21.11,12.15,18581,6335,6912,5220,2097,0,5267,7361,36.8,40.75,53.35,9.2,13.89,47.8,12.4,26.95,17.88,19.78,7.03,31.91,12.77,10.11,3.93,69.62,62.38,78.99,74.25,56.57,58.78,579,2.85,3390,10.8,18.58,25.25,39.06,1.82,3.13,4.25,6.58,17.83,18.4,19.12,15.7,3.48,3.46,3.51,66.89,22.87,58.49,2,784,88.02,67.22,10.59,40.43,1967,23.63,2.71,20100,30000,44000,23900,104,193,275,171,244,27.2,20.7,12.2,0,0,16.84,70.93,64.36,88.43,94.4,9.4,2144.6,0.32,0
"583",988.71,16389,2.67,0.2,98.33,0.63,0.88,15.65,28.66,14.42,12.87,0,0,25855,75.2,0.95,43.2,31.04,4.33,15.84,31040,11390,11430,6132,14266,5633,8549,1390,8.8,7.03,25.58,12.37,5.14,64.07,40.85,20.98,29.68,18.26,9.88,26.31,11.97,11.01,3.13,76.21,73.68,89.15,74.12,75.36,79.54,162,1.2,193,38.34,41.97,41.97,41.97,0.45,0.49,0.49,0.49,97.08,0.11,4.71,3.28,2.57,2.65,2.37,71.37,1.73,44.11,3,395,93.95,69.03,2.78,43.04,1941,9.21,0.2,29800,39700,52900,23100,208,272,329,121,346,23.8,16.1,11.9,0,0,1.18,78.72,53.11,85.01,92.13,7.6,2151.9,0.04,0
"584",105.23,28028,2.45,3.94,93.73,2.08,0.87,10.81,23.42,10.73,11,26012,92.67,61144,87.38,1.37,73.09,19.55,1.39,14.61,75571,34078,35005,15786,11224,26899,32610,502,1.8,1.58,5.15,58.87,2.32,70.11,19.11,28.15,2.84,51.53,6.59,29.08,10.1,8.45,2.97,85.22,85.37,96.14,84.37,49.79,58.9,118,0.64,1593,23.6,26.74,30.32,37.66,1.34,1.52,1.72,2.14,93.72,0.62,2.86,1.95,2.44,2.6,1.94,81.21,0.55,32.35,3,497,95.83,76.37,0.6,23.14,1966,0.24,0.21,175000,231200,300300,125300,560,661,813,253,722,25.4,20.6,12.9,0,0,5.67,54.45,54.35,63.38,82.29,20.6,1363.7,10.24,0
"585",874.69,304011,2.47,11.28,82.29,2.56,5.02,12.95,27.54,12.79,11.11,304011,100,28024,79.42,1.12,40.19,24.48,6.29,14,34610,14516,15787,8475,8138,9442,9220,37321,12.47,5.75,18.13,22.73,5.8,65.71,25.41,22.58,12.75,27.69,11.91,28.45,15.12,13.58,3.05,71.36,68.77,78.93,71.85,63.96,70.92,8142,3.68,12259,18.4,27.56,38.26,51.83,0.74,1.11,1.54,2.09,92.73,1.32,4.7,3.07,2.43,2.6,2.18,63.1,3.91,55.85,2,11820,91.25,58.93,3.88,33.29,1958,5.25,0.28,41600,56700,78000,36400,227,299,385,158,395,25.4,19.8,12.7,202,0,4.03,61.08,46.59,80.35,87.73,119.3,2548.6,1.15,3.07
"586",952.59,80561,2.72,19.33,70.78,3.25,6.34,15.45,30.86,15.16,8.31,80391,99.79,24200,82.25,1.05,30.68,19.55,6.87,21.35,26659,10772,12071,7807,6605,7516,8572,12522,15.94,5.78,18.47,18.98,9.2,60.28,9.48,27.66,13.04,28.24,10.17,24.18,14.76,12.56,3.12,72.88,68.39,77.93,70.65,56.39,65.85,1781,3.02,4672,11.17,18.28,23.01,29.94,0.65,1.06,1.33,1.74,88.99,1.12,4.5,3.38,2.66,2.71,2.59,59,4.39,44.54,3,5056,85.4,57.88,2.97,41.97,1967,8.31,0.79,41300,55000,72200,30900,230,298,373,143,378,26.6,21.4,12.2,65,0,5.8,39.69,41.16,66.98,71.68,53,1520.5,0.03,6.85
"587",776.61,75636,2.9,1.47,74.77,6.44,25.13,14.83,26.95,12.62,9.87,75636,100,29463,75.13,1.74,36.94,24.16,13.96,13.18,32662,12994,15012,7809,11967,6866,6582,13075,17.62,12.15,24.77,19.65,6.83,59.13,11.24,27.96,11.13,28.86,9.68,27.39,14.69,12.33,3.31,73.55,69.59,78.91,72.32,48.56,60.31,2104,3.73,8507,19.78,29,37.77,53.6,2.23,3.26,4.25,6.03,76.34,6.36,8.05,6.06,2.84,2.83,2.84,60.41,8.84,44.8,3,1043,96.16,60.51,3.07,17.55,1974,2.9,0.23,72100,90300,118300,46200,308,384,479,171,461,31,22.3,12.1,68,8,11.25,60.18,39.57,76.26,91.5,24.3,3107.5,0.8,0
"588",578.8,96397,2.35,24.27,74.59,0.74,0.69,11.78,25.45,12.17,15,96397,100,22591,73.4,0.51,32.62,32.93,8.82,15.96,28203,12513,14061,7949,9191,8480,8192,15238,16.08,13.56,32.03,15.65,5.47,58.89,16.36,22.75,17.62,20.81,13.47,30.1,16.44,15.09,2.91,60.93,55.91,70.25,64.43,61.53,69.6,4860,6.48,1515,18.68,26.14,32.21,39.27,0.29,0.41,0.51,0.62,96.45,0.6,3.82,2.42,2.3,2.42,2.15,59.41,2.04,49.65,3,3354,92.44,56.63,4.5,34.62,1956,8.47,0.42,40000,54000,72600,32600,210,278,349,139,336,24.3,18.8,12.7,285,15,1.57,73.5,53.69,78.16,90.25,44.4,2168.8,2.96,5.79
"589",1678.99,18666,2.43,0.85,97.55,0.9,1.18,12.33,24.46,11.68,15.81,0,0,26680,72.83,0.47,43.78,33.12,12.51,17.95,35356,13693,13826,6434,15705,7805,24412,2145,11.93,6.12,19.67,17.88,5.91,59.45,14.93,31.68,12.84,26.34,11.49,31.93,15.13,13.48,2.97,64.83,64.84,73.4,63.99,60.41,69.46,432,2.99,415,13.49,27.71,31.08,31.08,0.3,0.62,0.69,0.69,94.63,0.48,3.01,1.86,2.33,2.6,2,61.26,1.07,49.2,3,386,95.22,54.91,0.52,30.57,1942,4.32,0.36,87900,110300,136700,48800,279,386,470,191,455,27.8,22.6,13.3,21,1,2.22,71.11,52.7,83.39,90.6,22.5,829.1,0.74,0
"590",1440.54,32387,2.67,28.49,68.81,0.92,4.9,13.96,28.98,14.07,11.48,32387,100,25029,76.99,0.58,27.95,30.37,9.2,14.17,28364,11115,13251,6301,6807,13245,6744,5061,16.27,9.43,29.16,11.94,5.81,60.19,17.78,18.44,17.4,20.61,15.62,30.92,18.46,17.1,3.15,61.24,54.28,68.32,59.71,66.28,72.85,1988,7.7,1198,12.94,18.2,27.71,37.56,0.48,0.67,1.03,1.39,92.49,1.43,6.61,4.41,2.58,2.62,2.52,57.29,5.97,54.14,2,1715,87.6,56.31,3.21,29.04,1974,8.16,0.3,46400,59300,74100,27700,275,381,455,180,458,27.1,22,13.2,53,16,3.7,43.39,46.34,71.64,83.46,17.9,1806.1,0.75,10.7
"591",632.63,15535,2.35,14.88,84.64,0.32,0.51,11.03,22.38,10.41,18.63,15545,100,24966,69.54,0.75,42.02,38.91,5.08,25.67,30582,12121,12311,11210,9388,8103,8403,1626,10.67,14.93,34.99,7.21,6.09,54.76,23.33,18.72,22.2,17.42,12.21,23.37,14.08,13.24,2.83,65.99,61.46,73.61,71.55,81.12,80.71,301,2.03,120,0,14.17,14.17,14.17,0,0.11,0.11,0.11,97.65,0.24,2.54,1.76,2.31,2.42,2.05,73.03,1.51,44.16,3,251,96.34,69.67,1.99,31.47,1959,3.42,0.52,40600,48300,57200,16600,224,269,309,85,324,25.8,15.1,11.4,0,0,0.77,85.48,64.51,93.76,95.23,4.8,3217.7,3.07,0
"592",30.66,10968,2.61,1.07,96.7,0.82,2.84,13.42,27.01,12.17,12.49,0,0,29978,80.25,1.33,42.3,29.61,4.5,13.43,35328,14633,14853,9787,11013,6831,10904,943,8.77,8.12,23.7,17.85,3.47,65.28,38.62,17.61,23.15,22.09,9.28,24.41,13.57,11.6,3.11,76.22,75.11,79.9,79.25,61.41,70.86,234,2.53,239,11.3,35.15,35.15,48.12,0.25,0.77,0.77,1.05,95.17,0.86,5.14,3.64,2.55,2.71,2.25,68.82,2.64,46.31,3,291,93.53,64.75,0.69,26.46,1956,7.49,0.51,41800,56700,83100,41300,233,301,364,131,401,24.2,17.1,12.5,21,0,2.18,69.04,51.7,84.47,92.01,9.8,1122.4,0.35,0
"593",1143.9,11235,2.6,1.89,82.45,1.82,18.16,14.59,25.62,12.02,13.36,0,0,23258,72.45,1.78,34.4,27.62,10.28,16.58,28495,10965,11785,6562,18700,5910,7045,1680,15.28,12.99,26.49,14.51,6.5,57.18,18.92,22.82,16.52,24.61,10.96,24.93,13.25,12.15,3.12,75.49,73.66,84.59,76.77,61.08,71.15,183,1.84,695,27.63,30.07,38.71,40,1.71,1.86,2.39,2.47,83.37,2.94,5.93,4.1,2.55,2.71,2.29,66.4,4.87,47.7,3,321,93.07,62.56,2.18,38.94,1963,6.75,0.32,40000,53900,74800,34800,195,268,343,148,306,26.2,16.1,11.5,0,0,6.19,48.88,44.43,76.23,87.33,9.4,1189.1,0.09,0
"594",29.8,16813,3.02,0.08,99.33,0.24,0.86,14.58,25.15,11.33,7.6,16813,100,46119,87.7,1.2,59.54,20.53,2.92,14.45,47763,15983,16035,0,4617,12000,14367,442,2.66,3.88,13.6,18.34,2.93,73.97,26.89,18.35,16.05,24.88,5.33,24.16,6.01,5.67,3.28,89.16,87.61,97.1,89.36,67.85,76.56,56,0.46,322,5.28,5.28,9.01,13.35,0.1,0.1,0.17,0.26,96.21,0.66,4.29,3.67,3,3.11,2.4,87.83,1.08,23.25,3,196,96.6,84.79,1.02,30.1,1970,0.07,0.19,76900,91700,113900,37000,435,545,648,213,620,24.9,20.9,13.3,0,0,1.92,83.19,58.45,72.52,96.22,32.4,519.7,0.53,0
"595",514.99,91444,2.77,3.36,72.53,8.83,32.34,14,28.25,13.72,12.31,91444,100,36991,79.76,0.41,38.18,24.79,6.74,15.61,41897,16696,18362,11938,16316,14022,12071,7189,8.05,8.96,23.71,16.32,5.43,62.73,22.64,18.39,14.51,24.23,10.96,31.84,14.42,12.74,3.19,72.32,66.63,79.7,75.27,60.97,66.87,2320,3.62,23712,12.45,20.55,29.84,39.65,3.23,5.33,7.74,10.28,62,7.97,7.56,5.45,2.71,2.88,2.52,55.8,11.93,60.01,2,1289,96.24,52.48,2.95,16.83,1958,2.17,0.41,182100,231600,295200,113100,519,602,706,187,649,26.8,23.7,11.3,0,3,25.93,47.23,49.24,87.87,91.74,12.9,7097.5,1.8,5.71
"596",39.54,17076,3,2.66,93.63,2.04,3.01,11.51,22.73,10.95,11.34,13468,78.87,69917,81.95,1.86,72.09,23.95,2.11,18.07,80184,31655,33061,5928,8702,24000,4502,497,3.26,2.75,7.21,55.95,3.96,58.9,18.81,35.68,3.68,55.38,9.03,32.28,8.57,8.81,3.09,87.44,85.41,94.89,86.83,53.77,63.55,45,0.38,1126,9.06,19.8,29.75,35.97,0.6,1.31,1.96,2.37,91.94,0.73,3.42,2.69,2.69,2.83,2.17,82.25,0.37,25.94,3,224,96.21,77.97,1.79,37.5,1956,0.11,0.14,234600,310600,441000,206400,545,811,1001,456,877,25.4,19.5,12.7,0,0,6.59,56.25,58.21,79.61,89.28,25.8,661.4,5.9,0
"597",749.31,10448,2.21,15.19,82.53,1.79,1.22,9.66,27.16,11.09,14.94,10448,100,32237,80.1,0.98,53.71,27.54,2.64,15.5,42431,21799,22581,16784,10670,28290,20217,764,7.31,6.38,14.65,40.8,4.17,66.87,12.06,35.75,6.92,44.29,9.7,35.62,11.97,10.98,2.97,75.47,73.57,89.17,78.09,60.33,66.44,189,2.66,414,21.01,26.33,27.05,32.85,0.83,1.04,1.07,1.3,94.28,0.33,5.2,2.86,2.18,2.54,1.69,67.96,0.8,58.06,2,260,94.79,58.54,5.38,40.38,1941,1.61,0,63100,83200,124600,61500,318,391,443,125,455,23.6,17.7,12,0,0,3.96,65.68,57.57,77.65,88.89,2.4,4434.6,2.4,0
"598",503.48,15085,2.49,15.37,83,1.38,0.38,11.74,23.82,11.61,16.43,0,0,25007,76.08,1.79,37.54,33.49,5.61,18.79,31552,12845,13743,7610,4569,22348,7829,1437,10.6,18.01,35.02,18.81,4.05,56.38,33.35,32.64,21.29,29.55,11.03,31.88,15.79,13.62,2.8,65.71,61.77,77.52,64.88,65.76,76.39,404,3.43,133,12.78,31.58,36.09,36.09,0.11,0.28,0.32,0.32,97.67,0.29,2.3,1.5,2.25,2.33,2.13,62.05,1.37,52.49,2,510,92.22,59.99,1.96,48.63,1963,6.61,0.4,39900,56800,85100,45200,180,254,322,142,342,19.6,19.1,12.2,0,0,0.88,75.64,55.88,80.55,89.94,17.3,870.6,0.13,0
"599",488.86,44962,2.41,8.9,89.54,0.68,1.73,13.66,26.91,12.51,12.11,44962,100,26272,74.48,0.58,37.7,28.81,8.04,21.93,32084,12619,12735,11641,9515,14163,7417,7268,16.45,9.51,25.97,13,8.22,57.67,33.01,19.79,20.35,20.46,13.22,25.45,17.49,15.55,2.98,65.16,62.3,67.5,68.28,59.71,67.18,1096,2.83,645,5.58,7.29,9.92,17.83,0.08,0.1,0.14,0.26,96.39,0.63,3.5,2.3,2.37,2.47,2.21,65.28,1.87,51.24,2,1676,91.76,62.74,5.19,43.44,1954,7.65,0.29,31200,42400,58900,27700,209,276,340,131,357,26.1,15.3,12.7,69,0,1.43,74.52,53.78,86.28,93.2,14.9,3013.5,0.12,8
"600",676.45,30897,2.85,5.27,74.08,3.07,29.55,14.67,28.08,12.69,9.82,0,0,26629,75.46,1.48,29.17,24.05,16.21,15.18,29549,11283,12530,7009,7902,10397,7288,4755,15.65,13.25,29.01,11.94,9.04,58.01,11.77,24.04,13.81,20.23,10.03,27.54,15.68,12.99,3.25,68.11,63.61,75.49,65.22,49.63,60.13,1124,4.35,3043,13.74,24.98,33.39,40.78,1.35,2.46,3.29,4.02,75.43,5.55,7.1,5.41,2.8,2.83,2.76,56.22,8.78,48.21,3,755,93.5,55.63,5.17,31.39,1970,5.65,0.24,58000,73200,94200,36200,259,340,431,172,421,27.5,22.3,12.4,30,0,9.89,62.47,45.13,77.68,93.01,12,2583.4,0.25,0
"601",65.71,18482,2.74,0.39,98.79,0.51,0.59,16.87,32.59,16.91,4.77,0,0,36582,91,1.15,51.78,12.07,2.49,8.72,42733,14557,14602,5596,0,10112,9238,1032,5.63,1.84,6.14,29.1,2.07,80.9,10.67,26.39,8.89,31.51,6.87,27.53,9.84,8.41,3.15,84.14,85.22,89.98,85.59,75.68,79.76,100,0.89,113,6.19,15.93,21.24,30.09,0.04,0.1,0.13,0.18,97.37,0.12,2.86,2.09,2.7,2.99,2.17,71.85,1.85,43.35,3,227,96.75,64.98,0.44,14.1,1973,0.87,0,61500,70200,85200,23700,302,362,412,110,430,22.8,19.2,12.4,0,0,0.61,76.88,42.6,71.77,91.76,13.6,1356.3,0.24,0
"602",1215.48,14062,2.57,14.25,83.86,0.32,3.4,13.68,25.52,12.35,16.19,0,0,20298,67.59,2.58,28.69,33.47,8.02,14.09,25941,10443,11122,6240,13522,29009,5867,2574,18.84,13.14,36.28,12.31,7.88,55.85,17.44,19.77,19.85,17.39,10.34,21.02,13.39,12.01,3.06,74.41,70.78,74.63,78.92,73.4,76.75,275,2.23,242,15.29,19.01,38.84,45.45,0.26,0.33,0.67,0.78,95.97,0.46,4,2.78,2.5,2.5,2.49,62.25,3.84,50.23,2,909,85.74,62.13,1.21,49.39,1969,10.54,1.13,30800,45000,62700,31900,199,255,316,117,335,25,20.5,15.1,0,0,1.72,80.17,44.84,78.96,94.78,18.1,777.6,0.28,0
"603",203.29,16685,2.84,1.06,95.97,2.4,1.26,19.78,31.62,20.47,14.06,16223,97.23,38694,77.2,0.09,56.08,33.86,4.25,24.02,45957,16342,16610,17796,0,4583,7015,645,4.39,5.02,16.6,25.56,3.37,64.42,17.23,33.42,10.76,30.01,7.95,27.49,7.61,7.75,3.01,80.61,78.35,91.44,80.94,70.9,75.28,104,0.9,874,26.43,30.21,32.61,34.21,1.38,1.58,1.71,1.79,88.67,0.76,3.23,2.29,2.5,2.67,2.07,76.59,1.09,42.6,3,349,94.4,71.65,1.15,51.58,1955,0.73,0.22,108100,133600,166000,57900,348,465,579,231,536,22.4,19.8,14,0,0,5.24,70.94,55.73,67.98,84.73,18.3,909.6,0.9,0
"604",88.69,19757,2.57,5.66,90.17,3.07,5.28,10.5,22.74,9.94,14.07,19757,100,66464,78.94,0.93,69.78,28.8,2.17,16.25,83876,41797,43738,21263,0,29402,21773,515,2.62,4.85,10.79,53.61,3.06,64.35,11.91,28.37,5.93,48.93,5.58,29.47,8.11,6.92,3.03,86.58,85.85,93.37,81.59,48.97,57.62,136,1,2646,25.09,30.8,39.72,43.84,3.36,4.13,5.32,5.87,86.19,2.56,3.93,2.85,2.54,2.76,2.09,73.53,1.14,33.06,3,309,96.14,67.77,2.27,21.04,1946,0.71,0.35,222700,321400,490400,267700,579,781,977,398,834,23.8,20.5,13.9,0,0,13.39,44.87,59.51,73.5,81.95,6.3,3150.4,15.49,0
"605",117.03,14363,2.87,0.46,98.31,0.55,1.48,15.39,29.53,13.51,9.21,0,0,34588,81.46,0.97,42.38,26.78,6.19,16.2,38114,12935,13007,16639,17468,1391,7351,955,6.76,12.45,31.09,7.3,7.86,64.6,32.24,18.41,24.12,16.57,8.61,28.62,11.11,9.88,3.22,76.24,73.5,72.35,76.19,52.6,67.01,203,1.83,455,5.49,7.03,10.11,13.19,0.17,0.22,0.32,0.42,92.04,0.7,5.07,3.94,2.84,3.01,2.47,71.98,2.18,36.41,3,346,93.52,67.77,2.6,56.65,1961,2.32,0.21,100500,117200,140900,40400,315,425,506,191,517,24.7,24.6,13.4,0,0,3.17,66.84,58.75,81.44,92.72,43.8,328,0.45,0
"606",179.38,51206,2.67,4.06,95.02,0.52,0.96,11.99,25.49,11.43,12.5,51206,100,36809,81.92,0.63,53.17,27,3.13,21.07,41653,14914,15014,12346,22135,15347,14330,1657,3.29,7.89,19.75,16.32,3.5,65.89,23.61,19.66,12.05,24.92,7.52,26.27,10.63,9.17,3.06,80.26,78.25,91.2,83.66,66.17,71.67,531,1.26,698,12.18,12.18,17.91,23.5,0.17,0.17,0.24,0.32,96.94,0.38,3.64,2.76,2.61,2.75,2.12,82.95,1.36,31.13,3,620,96.87,78.99,0.16,20.65,1961,0.28,0.27,59900,67200,74500,14600,358,411,494,136,492,24.3,15.6,11.4,0,0,1.36,75.1,67.8,87.48,93.14,10.6,4843.5,1.02,0
"607",144.9,16234,2.37,0.5,95.98,2.09,2.35,19,30.06,19.08,12.62,0,0,23579,72.63,0.81,52.55,25.86,4.78,18.19,32188,12898,13278,3463,9021,4587,5668,2640,17.35,3.04,9.95,42.71,6.19,58.98,7.02,35.37,7.49,37.43,11.46,38.03,17.16,14.49,2.83,64.16,65.55,80.62,60.65,66.46,78.68,175,1.66,842,39.31,42.52,48.57,51.9,2.04,2.21,2.52,2.69,94.78,0.5,2.42,1.43,2.22,2.45,1.98,56.82,1.88,56.37,2,351,95.13,51.58,0.28,21.08,1965,4.35,0.65,84200,111100,150100,65900,252,352,446,194,400,29.9,23.3,13.2,0,2,5.19,30.74,36.56,62.41,75.02,6.6,2464.2,1.12,0
"608",901.76,45309,2.49,4.41,91.02,1.26,2.12,12.63,25.64,11.86,13.94,0,0,22746,73.3,2,38.39,30.24,6.43,16.07,28090,11812,12182,6686,8599,10062,8498,6214,14.31,8.47,24.18,17.76,6.61,57.86,7.87,26.55,12.9,22.85,9.99,24.01,13.03,11.6,2.95,75.69,71.79,81.62,73.84,60.47,66.45,439,1.22,733,12.01,18.55,24.15,33.97,0.19,0.3,0.39,0.55,96.5,0.32,3.38,2.33,2.4,2.39,2.41,65.41,2.27,48.33,3,3465,84.02,65.63,4.42,63.46,1961,7.11,0.72,20900,38400,59700,38800,181,243,329,148,340,24,19.6,12.2,20,1,1.62,63.58,47.69,77.45,86.97,74.8,605.7,0.25,0
"609",1315.31,92788,2.82,12.96,80.24,1.71,6.32,14.05,28.6,13.95,10.85,92788,100,31712,77.36,0.38,31.53,25.67,14.5,13.75,38544,13455,14569,9428,9675,10390,6980,12396,13.64,7.74,25.62,12.94,9.22,60.71,17.53,22.64,17.53,20.04,9.3,36.9,13.49,11.52,3.32,65.2,61.08,67.2,68.13,58.98,66.58,4850,6.75,10391,16.29,28.56,36.48,44.08,1.82,3.2,4.09,4.94,82.24,3.44,7.54,5.35,2.76,3.06,2.41,59.15,4.02,49.3,3,2526,92.86,53.32,4.79,31.31,1954,4.79,0.95,113100,131700,148400,35300,316,491,613,297,571,29.3,22.9,15,253,7,11.2,75.2,56.34,78.78,92.6,22.2,4171.7,5.54,3.32
"610",2586.29,21080,2.14,52.54,46.2,0.58,0.62,10.67,24.32,10.9,14.53,21080,100,22709,72.84,0.37,35.04,28.18,11.63,18.47,28158,13000,15998,10322,6624,30390,8681,3576,17.28,5.3,19.13,23.11,8.8,57.17,9.09,36.7,10.5,32.24,12.81,39.81,16.95,15.18,2.92,49.17,46.07,63.39,54.17,56.59,66.01,1204,8.16,425,21.18,22.59,22.59,27.29,0.43,0.46,0.46,0.55,95.38,0.7,4.14,2.22,2.12,2.44,1.88,48.54,1.23,62.26,2,1525,86.57,42.12,7.74,47.02,1941,2.1,0.98,30200,41400,59700,29500,259,324,396,137,392,27,20.5,13.5,0,0,2.02,81.27,54.98,89.72,93.7,2.4,8836.4,28.6,0
