nonViolPerPop,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,OwnOccQrange,RentLowQ,RentMedian,RentHighQ,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LandArea,PopDens,PctUsePubTrans,LemasPctOfficDrugUn
1885.01,23648,2.68,1.21,96.68,1.64,1.15,12.98,23.98,11.43,9.26,23654,100,53768,85.12,0.5,64.57,21.25,1.98,18.35,62589,24403,24669,4637,57733,18023,26592,335,1.44,2.24,10.92,35.87,3.91,68.2,26.51,25.89,8.2,38.05,7.11,26.86,8.1,7.61,3.09,90.06,89.41,97.91,90.54,60.55,66.3,60,0.37,1019,7.46,9.22,12.27,13.84,0.32,0.4,0.53,0.6,94.81,0.7,2.95,2.26,2.64,2.84,1.75,88.01,0.66,32.55,3,396,95.7,81.93,0.25,19.19,1971,0.2,0.09,95400,127200,185400,90000,438,479,525,87,517,25,18.2,14.5,0,0,4.31,73.18,55.97,85.18,93.96,16.5,1433.9,0.25,0
6688.5,61284,3.08,2.2,61.55,6.06,45.71,14.37,29.45,14.29,10.97,61284,100,29492,76.8,1.7,34.64,26.26,13.18,18.57,32170,12118,14716,10219,11615,12466,7155,10172,16.82,18.87,34.29,10.7,7.78,60.36,12.24,17.09,15.68,17.07,9.28,30.07,13.9,11.62,3.47,71.8,66.35,76.77,73.96,57.44,64.67,1713,3.62,13623,16.82,32.53,42.36,52.24,3.74,7.23,9.42,11.61,61.05,13.98,13.17,10.02,3.04,2.9,3.2,51.4,16.83,52.39,2,1237,94.15,53.83,0.16,18.84,1972,3.32,0.54,114000,141900,173500,59500,410,505,608,198,548,29.9,23.9,11.3,97,21,22.23,50.06,40.59,73.89,89.18,17.8,3441.4,0.44,0
7289.29,64358,2.28,1.12,96.59,1.66,0.8,11.84,30.02,14.82,12.71,64358,100,26576,74.98,0.48,42.74,27.12,9.55,14.03,34837,14914,15152,8820,6370,8054,13999,8783,14.03,6.66,16.81,29.61,6.75,63.16,9.74,28.95,10.28,31.46,11.75,40.16,14.88,13.46,2.91,63.98,62.15,72,65.17,59.64,66.78,2170,4.91,3293,19.07,30.31,41.42,44.31,0.98,1.55,2.12,2.27,93.3,0.82,3.39,1.86,2.21,2.54,1.96,48.55,1.35,59.25,2,3058,90.23,42.13,2.94,46.86,1939,4.49,0.43,88900,112200,141500,52600,344,450,559,215,504,28.1,23.2,14.9,188,1,5.12,64.08,45.15,76.18,84.25,23.5,2743.7,3.82,4.86
3479.12,19025,2.88,5.82,84.31,4.03,14.51,12.69,26.18,12.71,14.07,19025,100,40268,78.35,0.33,42.52,32.75,5.42,21.49,44515,15024,16038,8252,500,13567,10399,1586,8.35,13,30.57,9.26,6.58,60.61,23.16,14.21,21.06,18.4,6.78,32.57,8.72,7.78,3.29,75.42,68.91,81.33,77.72,45.69,61.24,573,3.95,2495,16.83,21.4,29.22,37.84,2.21,2.81,3.83,4.96,72.29,5.21,6.57,5.14,2.87,2.95,2.69,72.64,4.29,40.48,3,210,96.92,70.82,6.19,51.9,1955,2.61,0.4,126600,148500,169200,42600,325,530,630,305,587,25.2,23.3,14.9,0,0,13.11,67.56,65.87,82.28,93.1,4.5,4209.8,3.92,0
8139.16,45857,3.18,2.48,79.64,1.43,15.2,25.53,43.03,28.52,3.98,0,0,28382,89.34,0.99,38.11,12.14,3.75,10.5,34952,11517,12657,6335,5477,9797,8625,6813,17.2,4.85,13.08,32.75,7.14,64.11,6.8,30.43,10.44,27.16,8.33,47.49,11.09,9.73,3.26,72.45,68.95,79.81,72.44,67.16,73.62,1003,3.96,1895,31.08,42.11,54.2,60.63,1.28,1.74,2.24,2.51,82.71,1.79,6.21,4.17,2.75,2.94,2.56,53.31,8.44,53.02,2,1896,88.38,49.89,0.79,29.48,1975,7.47,0.34,73000,90900,119300,46300,328,409,498,170,470,28.7,21,12.1,10,0,4.13,40.59,30.87,54.46,76.01,65.5,700.1,0.67,0
12923.03,17363,2.39,43.56,55.6,0.35,0.7,13.19,26.16,12.06,15.14,0,0,19894,70.2,0.26,30.28,31.04,14.86,16.71,25102,10893,14477,6436,4748,2508,9853,3926,23.2,13.04,30.14,15.99,5.41,56.08,17.1,25.29,17.47,21.92,11.81,29.84,17.63,15.11,2.98,54.06,48.71,56.81,54.04,57.54,66.8,1276,8.2,309,20.71,22.65,24.92,33.01,0.37,0.4,0.44,0.59,96.94,0.4,4.29,2.75,2.33,2.45,2.21,53.37,2.85,52.11,2,760,90.53,50.78,4.87,39.34,1964,11.76,0.31,41900,55600,74500,32600,141,234,326,185,335,26.8,21.9,13.4,0,2,1.78,70.68,49.06,76.84,85.4,10.6,1639.9,0.35,0
4662.49,16192,2.61,0.54,97.08,0.8,4.54,13.59,25.01,11.43,10.2,16192,100,33253,80.87,1.23,44.09,25.03,2.91,16.89,37881,14248,14289,2629,14753,9700,10572,1081,6.69,5.17,15.74,13.87,3.85,62.53,23.2,23.43,13.15,22.78,9.32,21.48,11.79,10.59,3.06,81.56,79.17,88.07,89.3,55.67,60.13,45,0.36,213,0,7.98,18.31,19.72,0,0.1,0.24,0.26,93.85,0.46,3.23,2.45,2.61,2.71,2.31,76.03,2.43,39.41,3,286,95.6,72.98,4.55,45.8,1964,2.49,0.37,35200,45400,61100,25900,254,304,364,110,388,21.3,16.1,12.2,0,0,1.32,73.08,63.23,89.07,94.77,5.2,3142.9,0,0
4051.66,13559,2.74,0.54,90.34,2.79,9.67,16.64,30.23,16.91,12.14,13559,100,24162,75.28,0.35,39.93,28.91,5.64,16.64,31674,10759,11277,10712,6280,7191,5005,2007,15.78,9.86,24.3,20.43,6.16,58.31,26.93,26.24,19.83,23.39,9.54,31.54,12.39,11.06,3.17,76.31,72.13,86.3,78.17,58.39,68.65,83,0.82,861,26.13,34.49,42.86,56.68,1.66,2.19,2.72,3.6,89.45,2.46,7.2,4.75,2.57,2.75,2.39,54.07,5.34,50.45,2,156,96.94,50.61,4.49,36.54,1970,5.2,0.49,54200,66000,80500,26300,258,329,394,136,370,27.2,18.7,12.3,0,0,6.35,44.95,41.26,71.62,82.76,4.3,3171,2.1,0
5158.33,34439,3.04,10.97,73.14,4.81,22.76,15.06,29.79,13.66,6.15,34439,100,31561,81.2,0.78,30.29,18.29,13.84,17.72,34022,12567,13684,9092,10381,10513,8974,5400,15.79,8.27,25.62,13.75,8.66,61.53,10.45,25.77,15.13,20.89,12.11,29.85,16.93,14.59,3.39,68.33,62.7,75.6,67.72,49.61,58.35,1322,5.07,3986,12.72,25.61,34.62,49.67,1.47,2.96,4.01,5.75,80.25,4.42,9.11,7.12,3.03,2.98,3.11,60.02,11.39,48.19,3,1245,90.09,61.06,3.53,19.12,1969,6.58,0.37,78600,103300,149700,71100,368,444,530,162,509,29.8,23.7,11,0,0,11.57,50.41,35.04,71.52,86.38,14.1,2450.1,1,0
4355.15,57546,2.68,0.58,98.4,0.64,0.64,15.22,26.93,14.36,13.79,57546,100,27027,74.53,1.14,52.26,31.05,6.47,18.8,32881,12377,12488,4593,7034,4741,5222,5958,10.9,9.4,21.58,19.42,5.01,61.98,21.58,29.68,15.86,24.8,6.79,31.41,8.34,7.63,3.11,79.61,79.66,85.11,83.59,71.52,76.35,814,1.62,839,28.72,32.66,39.09,42.19,0.42,0.48,0.57,0.62,96.5,0.69,4.58,3.22,2.52,2.77,2.02,72.8,1.28,43.34,3,940,95.8,66.11,3.94,42.23,1952,2.37,0.18,38800,51600,67400,28600,195,255,330,135,315,24.2,16.1,12.1,79,84,1.46,77.04,56.88,84.39,89.32,23.9,2409,1.1,0
6674.85,22965,2.4,0.81,97.24,1.48,3.48,11.45,21.81,9.95,13.82,22965,100,44688,78.28,0.37,56.48,27.02,1.47,15.11,51654,26185,25816,15298,29078,61962,18358,1033,4.51,2.41,9.11,38.21,2.57,65.61,14.41,24.99,5.93,42.24,9.14,25.8,14.03,11.7,2.86,78.49,78.94,90.75,77.65,69.62,76.67,110,0.67,1625,11.75,15.82,19.45,25.97,0.83,1.12,1.38,1.84,91.39,0.67,2.24,1.56,2.4,2.48,2.16,76.59,1.32,50.05,2,2614,78.52,74.01,0.23,27.96,1980,0.82,0.21,94600,137700,213500,118900,522,620,790,268,724,26.7,22.3,12.8,0,1,7.08,22.06,39.34,69.14,76.37,27.2,843.4,0.36,0
5764.78,19050,2.67,1.17,94.31,0.96,7.46,15.43,26.48,11.73,8.64,0,0,34372,83.58,1.11,40.93,20.87,5.74,12.84,41095,14767,15066,9288,12726,11497,9016,1661,8.87,5.6,17.5,14.84,5.13,67.09,7.72,19.53,14.84,21.27,11.57,25,12.21,11.89,3.22,78.88,77.97,85.49,86.8,59.43,68.72,149,1.06,327,0,0,0,3.06,0,0,0,0.05,93.22,0.61,5.33,3.73,2.65,2.81,2.31,71.4,2.83,46.05,3,929,88.47,67.27,7.53,52.42,1972,3.51,0.81,55600,71800,89600,34000,210,282,359,149,348,19,17.5,11.3,5,0,1.72,48.45,54.59,83.65,89.98,19.1,998.4,5.76,0
4976.1,60394,2.75,3.83,79.59,4.42,18.96,14.97,27.56,13.53,10.33,60394,100,37073,79.04,0.7,43.96,22.9,7.29,18.12,43200,17825,19791,11465,13749,13588,9402,5232,8.98,5.71,15.38,31.26,4.78,63.25,9.58,34.83,8.49,37.1,9.38,29.86,14.38,12.03,3.19,75.19,72.29,82.51,78.27,55.46,64.88,1032,2.24,6289,17.3,28.84,40.93,47.86,1.8,3,4.26,4.98,82.36,3.07,6.32,4.45,2.65,2.79,2.45,62.36,5.37,44.97,3,1204,94.81,59.24,1.16,19.35,1971,2.5,0.09,107200,144300,193400,86200,434,527,640,206,588,26.9,23.5,11.5,92,26,10.41,47.86,40.05,70.44,83.84,25.2,2398.1,0.37,0
2942.65,43858,2.59,5.51,89.78,3.84,1.56,11.9,28.41,11.57,4.11,43858,100,46259,93.39,1.09,56.73,9.76,1.3,9.55,53225,20595,21069,15296,24004,17697,16123,1390,3.18,1.37,5.1,48.76,2.41,79.5,16.27,24.11,4.53,42.69,6.64,26.19,10.44,8.58,3.06,86.29,86.49,95.46,89.49,66.74,73.35,172,0.72,2509,11.08,21.52,36.39,45.87,0.63,1.23,2.08,2.62,91.3,0.97,2.3,1.67,2.59,2.78,2.19,72.45,1.11,36.1,3,1100,93.89,67.38,0.18,16.45,1982,0.8,0.07,85800,108800,143000,57200,393,448,531,138,538,21.6,21.9,12.3,0,0,5.72,37.5,31.75,56.87,67.07,32.3,1358.5,0.18,0
2966.26,14852,2.8,4.11,84.71,9.27,4.78,11.38,23.72,11.04,9.57,14852,100,61271,86.77,0.82,67.04,17.14,1.57,22.9,64560,23729,25363,17242,23261,13022,15802,459,3.1,4.44,10.16,45.16,2.5,72.97,4.65,26.07,4.29,45.8,7.41,30.42,9.6,8.51,3.1,85,81.76,94.34,84.46,60.14,74.87,141,1.38,2310,31.86,38.92,49.18,58.27,4.96,6.05,7.65,9.06,79.61,4.69,5.01,3.92,2.79,2.74,2.99,79.65,3.15,14.78,3,164,97,81.02,1.83,28.66,1962,0.32,0,180700,208600,255100,74400,660,759,1001,341,930,27.1,22.2,11.9,0,0,15.55,23.6,55.7,70.32,77.68,4.5,3285.8,8.94,0
3325.09,16554,2.52,2.6,95.22,1.61,1.97,9.3,25.68,10.93,13.14,16111,97.32,48125,87.5,0.95,60.41,22.45,1.49,16.46,56396,21918,22029,21339,14839,15647,21043,455,2.94,5.45,14.72,31.9,2.38,70.65,11.64,21.59,6.26,38.07,11.88,31.24,10.58,11.23,2.96,85.33,84.54,93.62,86.07,76.04,80.02,139,1.47,1459,6.24,8.5,12.68,20.01,0.55,0.75,1.12,1.76,85.67,1.39,1.74,1.11,2.36,2.6,1.91,72.43,0.59,57,2,530,92.54,65.85,0.38,21.32,1972,0.58,0.2,144600,178100,225400,80800,628,706,824,196,788,24.8,21.6,11.8,8,0,8.81,61.86,52.61,78.57,88.51,13.9,1187.3,2.42,0
3463.15,30159,2.85,5.13,88.12,2.32,11.74,13.74,27.49,11.16,4.23,29967,99.49,45043,92.17,1.01,46.08,10.49,1.82,8.14,48162,17932,18626,14520,19782,13588,8996,1471,4.92,3.66,10.8,32.3,3.09,74.05,21.92,23.71,8.7,37.42,8.66,24.64,12.41,10.54,3.23,84.23,82.29,93.76,82.8,58.23,67.24,187,0.98,1763,8.11,15.43,29.38,49.46,0.47,0.9,1.72,2.89,86.97,2.02,4.27,3.4,2.84,2.96,2.52,74.17,4.31,28,3,795,93.01,70.96,2.14,37.36,1981,3.13,0.58,56500,69100,92000,35500,357,457,569,212,555,22.1,20.6,12,0,2,5.85,53.83,40.8,61.39,85.79,53.3,566.3,1.2,0
6981.84,28335,2.6,0.98,95.69,2.24,1.04,13.62,29.83,14.65,7.26,28335,100,36855,87.59,1.05,48.99,17.17,5.38,11.67,41809,16347,16676,3964,11838,10252,11659,1706,6.08,4.08,12.88,20.51,4.93,73.67,23.9,21.58,15.63,26.15,9.83,31.54,12.48,11.19,3,72.1,70.76,81.33,76.58,67.72,74.77,689,3.33,933,11.58,14.79,20.69,33.55,0.38,0.49,0.68,1.1,94.92,0.78,2.87,2.08,2.58,2.75,2.24,71.84,2.15,44.85,3,509,95.54,67.5,0.59,14.34,1966,1.22,0.16,72700,86000,98900,26200,406,463,553,147,485,25.4,17.8,10.8,0,0,3.29,74.45,57.77,74.45,92.36,10.5,2704.8,3.46,0
3809.48,37060,2.52,0.13,93.05,5.98,0.65,12.47,25.13,12.04,15.05,37060,100,25505,73.01,0.92,55.74,34.08,7.98,16.12,32690,13169,13895,3499,9102,2332,7580,4232,11.7,14.49,24.61,17.42,3.99,60.74,22.99,23.99,17.55,25.19,8.24,27.96,9.72,9.04,3.06,77.72,78.58,84.27,82.08,60.33,70.69,478,1.59,1920,42.03,49.58,51.46,72.24,2.18,2.57,2.67,3.74,91.75,2.02,4.81,3.21,2.45,2.58,2.25,66.14,2.54,44.52,3,600,96.08,63,1.83,30.83,1948,3.02,0.62,40700,51000,68000,27300,231,301,372,141,360,24.5,18.9,13.5,49,0,5.18,78.28,54.29,81.39,91.56,14.6,2538.7,2.03,0
3115.14,32983,2.83,11.97,77.37,5.22,11.78,15.84,32.56,16.38,6.77,0,0,29590,84.59,1.26,46.65,15.7,4.65,24.71,32764,13449,14765,10310,8387,7936,8437,3288,10.73,3.11,9.86,23.83,5.47,69.12,5.48,22.22,8.18,32.95,8.29,27.44,11.98,10.09,3.13,79.74,78.09,87.97,80.61,62.35,67.43,340,1.59,2316,9.11,17.01,19.3,28.24,0.64,1.19,1.36,1.98,86.56,0.99,4.31,3.2,2.65,2.65,2.65,46,3.79,43.64,3,1255,90.29,45.97,0.48,31.87,1977,4.68,0.1,64000,78100,95200,31200,276,350,427,151,417,24.7,20.6,10.7,0,0,7.02,16.88,27.35,47.62,52.97,147.5,223.6,2.72,0
5240.51,41042,2.65,2.78,94.3,2.06,1.44,14.01,26.19,12.25,7.9,41042,100,39045,84.42,0.7,52.86,19.09,3.03,14.1,44381,17602,17638,15683,15589,19296,10128,1720,4.21,2.73,11.36,31.3,3.99,71.18,27.38,24.99,12.65,32.18,8.11,26.43,11.89,10.07,3.12,81.33,81.27,92.13,82.45,58.06,69.66,313,1.05,1307,12.93,15.84,18.36,23.03,0.41,0.5,0.58,0.73,94.91,0.6,3.43,2.54,2.64,2.9,2.01,78.45,1.4,37.25,3,666,95.87,71.62,0.15,17.42,1968,1,0.05,54600,71800,97400,42800,348,395,460,112,434,22.6,17.3,12.4,0,0,3.18,69.54,52.2,82.09,90.79,33.4,1230.1,0.3,0
4941.99,10227,2.57,0.13,98.47,0.66,1.22,12.7,24.24,10.41,13.58,0,0,28892,75.83,0.97,53.5,32.4,4.59,18.52,35273,13514,13446,0,9344,26608,8679,801,7.95,7.99,18.98,21.38,3.6,67.7,29.62,21.44,22.47,24.23,8.3,24.65,10.05,9.24,3.08,80.47,80,84.89,81.31,72.48,79.33,116,1.34,272,8.82,8.82,8.82,23.53,0.23,0.23,0.23,0.63,95.55,0.09,3.98,2.78,2.54,2.76,2.09,72.72,1.2,40.77,3,87,97.86,66.94,1.15,27.59,1952,1.81,0.15,44000,54800,69700,25700,233,305,367,134,359,23.1,18.8,13.7,0,0,2.66,76.55,54.58,82.29,92.72,4.5,2287.1,0,0
5116.78,16064,2.52,0.8,96.5,2.2,1,13.47,23.87,12.09,14.2,16064,100,34472,76.74,0.62,48.61,30.24,3.08,25.57,40929,15639,15702,9256,0,15658,9323,905,5.71,8.71,22.19,16.69,3.93,63.21,16.23,20.39,11.62,26.65,8.68,23.59,12.48,10.73,2.93,77.6,74.85,92.57,76.38,70.63,74.09,83,0.66,670,7.61,9.25,20.3,22.99,0.32,0.39,0.85,0.96,93.63,0.46,2,1.49,2.49,2.54,2.35,73.68,0.88,31.9,3,229,96.53,72.15,0.44,25.76,1963,2.84,0.17,54000,71000,95300,41300,306,368,427,121,458,23.3,17.7,12.8,19,0,4.17,60.42,58.53,73.83,88.66,7.7,2077.6,0.3,0
12490.6,280015,2.44,25.05,70.9,1.35,15,13,27.51,13.44,13.15,280015,100,22772,75.21,0.42,32.56,28.72,9.46,14.7,27662,13277,15785,6841,10172,10037,10142,52557,19.44,11.47,29.37,18.7,6.54,60.13,9.91,23.42,13.4,25.73,15.01,34.1,18.14,16.66,3.01,58.62,51.4,63.27,60.73,63.78,70.03,15174,7.25,22291,8.89,15.67,22.85,35.71,0.71,1.25,1.82,2.84,82.17,3.17,5.15,3.13,2.35,2.46,2.22,57.93,6.03,59.72,2,14881,88.52,55.46,5.31,31.03,1963,10.12,0.71,43000,59000,86800,43800,236,334,416,180,408,27.2,21.9,13,423,140,7.96,44.91,47.85,77.94,84.29,112.6,2487.1,3.3,4.98
6252.41,25084,2.54,1.39,95.76,1.43,1.7,12.23,28.17,12.33,10.81,25084,100,28964,79.51,0.54,38.95,26.72,8.19,15.39,33934,12704,12895,9742,5530,6864,11473,2649,10.66,7.08,26.23,12.99,6.29,64.35,23.62,20.15,18.22,21.44,12.44,34.73,16.58,14.59,3.15,67.97,66.86,76.61,71.16,56.22,64.39,499,2.79,1671,9.63,16.1,23.16,27.05,0.64,1.07,1.54,1.8,91.62,1.16,5.41,3.5,2.54,2.65,2.3,71.03,2.69,47.87,3,349,96.58,68.07,1.72,35.82,1944,3.51,0.21,32000,38400,47200,15200,340,407,466,126,467,25,17.4,14.4,0,0,6.66,76.06,55.42,80.86,93.83,4,6246,1.64,0
1744.69,13692,2.69,3.94,93.77,1.15,7.53,11.77,25.31,12.33,15.55,13692,100,37998,75.17,0.47,50.38,35.93,4.32,23.69,44353,16186,16666,9170,0,11422,10125,925,6.76,20.43,35.42,13.1,5.74,61.83,25.81,15.39,21.45,18.49,5.74,32.28,7.92,6.87,3.14,80.96,78.58,84.43,88.53,46.44,59.99,120,1.28,2560,19.1,31.13,35.43,44.3,3.57,5.82,6.62,8.28,70.61,7.98,4.76,3.6,2.69,2.76,2.51,73.17,3.27,37.01,3,185,96.49,71.28,3.24,43.24,1950,0.87,0.53,113500,142100,167600,54100,462,578,649,187,611,27.4,21.9,16.2,4,0,18.7,63.72,68.56,86.31,90.87,2.9,4687.1,3.4,0
3087.94,14507,2.32,0.23,98.62,1.03,0.48,11,21,9.89,21.69,14507,100,25482,66.73,0.49,51.23,40.45,4.92,18.71,33315,15356,15381,471,0,21299,10741,1285,9.08,8.2,20.25,23.29,4.06,54.41,14.99,30.8,11.38,30.8,7.75,28.09,9.27,8.61,2.99,78.77,78,92.85,85.14,56.49,64.1,92,0.79,368,8.15,12.5,12.5,29.62,0.21,0.32,0.32,0.75,93.38,0.67,3.5,2.17,2.27,2.55,1.9,63.14,0.7,37.67,3,317,95.18,56.05,0.95,43.53,1939,1.73,0.24,49700,70100,98200,48500,217,296,384,167,373,25,18.5,14.4,0,0,2.54,84.57,67.2,90.25,94.49,2.2,6527.6,1.72,0
3595.71,117810,2.89,0.4,96.3,2.86,1.12,15.72,28.58,14.45,8.5,117810,100,46470,85.16,0.46,55.7,21.24,3.17,15.39,51739,17084,17166,25077,12225,14017,16382,4153,3.55,7.18,19.34,18.53,5.05,68.8,29.03,19.05,11.99,27.95,5.96,29.66,8.39,7.22,3.34,85.89,85.39,91.64,87.82,54.79,66.15,654,0.79,11649,4.4,7.2,12.29,16.88,0.44,0.71,1.22,1.67,84.93,1.66,5.05,3.92,2.87,3.15,1.88,85.29,1.78,30.83,3,1482,96.5,77.56,0.61,20.24,1973,0.54,0.16,82000,97000,115600,33600,418,478,554,136,533,23.5,18.3,13.1,30,0,9.89,77.36,61.03,82.99,95.76,38,3103.2,0.45,5.62
3990.54,34012,2.14,1.07,98.12,0.43,1.83,9.04,17.98,8.56,28.7,34012,100,25906,59.1,0.51,55.49,49.21,3.71,28.87,33578,16721,16881,5061,22173,11533,14283,2357,7.12,5.5,18.44,18.91,3.89,49.29,10.16,24.25,8.92,25.65,10.13,20.78,12.53,11.47,2.64,73.38,72.09,80.75,69.51,65.07,77.38,224,0.79,2400,5.17,7.38,8.58,12.54,0.36,0.52,0.61,0.88,92.76,0.57,1.76,1.1,2.08,2.15,1.91,72.87,1.06,69.4,2,2523,86.3,70.49,0.52,16.01,1973,2.49,0,60900,76500,99700,38800,312,395,473,161,466,27.8,22.8,11.7,0,0,7.06,14.7,47.97,73.84,78.16,10.7,3173.9,0.65,0
8890.59,18827,2.59,48.1,51.62,0.16,0.4,14.29,24.41,11.88,16.39,0,0,16997,63.58,0.71,27.96,40.81,15.06,17.19,20873,11208,16980,5021,235,10085,2835,5559,30.18,14.55,36.81,18.14,9.03,46.67,19.36,28.81,16.96,26.1,11.48,29.67,14.38,13.13,3.19,54.87,46.84,60.02,54.47,56.77,62.6,1779,9.97,86,25.58,25.58,34.88,34.88,0.12,0.12,0.16,0.16,96.86,0.34,8.25,5.6,2.54,2.5,2.6,59.89,4.89,40.02,3,1114,86.71,60.85,4.58,55.83,1957,12.72,1.16,28200,42400,64800,36600,103,168,250,147,256,27.4,20.2,13.8,5,0,0.46,83.02,52.95,88.1,94,15.9,1180.5,0,0
1514.7,35418,2.84,0.97,97.11,1.29,2.48,12.09,24.14,11.51,10.81,35418,100,49965,84.3,0.84,57.03,24.84,2.8,16.84,55623,20256,20258,23760,11863,19251,16494,867,2.5,6.88,16.88,23.93,4.44,68.34,26.5,20.11,10.72,31.61,5.97,28.16,7.88,6.95,3.2,86.45,83.98,93.32,89.32,57.08,69.48,227,0.92,2692,9.36,15.19,22.14,25.07,0.71,1.15,1.68,1.91,88.02,1.34,4.02,3.16,2.79,2.92,2.29,83.15,0.87,31.95,3,527,95.94,79.48,5.31,34.35,1968,0.67,0.1,171600,208600,248900,77300,412,549,740,328,654,27.1,22.8,12.7,0,0,7.6,67.76,62.02,86.2,92.38,31.7,1118.7,1.02,0
6160.26,27341,2.29,45.6,51.64,1.4,5.98,10.47,22.1,10.09,27.04,27341,100,20731,60.34,0.5,35.7,46.37,4.85,16.4,25156,11295,12840,9742,12488,8918,8642,3812,14.17,11.42,31.89,9.68,7.49,49.28,9.74,24.3,12.29,16.83,10.01,26.99,13.46,11.98,2.87,55.44,52.24,65.39,59.06,71.77,77.43,1565,7.24,8871,13.8,23.79,34.28,48.11,4.48,7.72,11.12,15.61,79.27,3.36,5.54,3.34,2.26,2.14,2.49,62.51,6.97,81.04,2,1959,85.93,65.98,0.92,36.7,1974,2.42,0.25,67300,79600,91300,24000,384,473,535,151,544,31.4,25.1,12.9,0,0,32.45,20.26,47.72,71.19,76.34,3.7,7341.8,4.92,0
9522.57,139426,2.54,14.97,81.13,1.54,4.19,13.31,26.51,12.69,12.83,139426,100,28282,75.6,0.62,41.48,28,8.61,13.93,34985,14109,15383,8351,9060,11982,7918,18127,13.35,8.89,25.24,18.72,6.11,61.04,31.93,21.56,18.66,24.86,11.15,29.78,14.27,12.82,3.06,66.76,63.79,69.32,72.37,60.04,68.72,6198,5.7,6786,13.87,19.27,26.02,32.52,0.67,0.94,1.27,1.58,91.16,1.52,4.62,3.1,2.47,2.65,2.2,64.07,2.56,50.02,2,3307,94.31,59.63,10.07,39.58,1955,5.67,0.32,41500,56300,75300,33800,217,291,362,145,367,24.6,17.5,13.1,340,1,4.87,66.11,52.83,85.56,91.73,46.6,2992.2,1.55,0
1858.44,20779,3.06,0.99,97.31,1.28,1.69,13.35,22.6,11.01,8.03,35,0.17,60830,85.9,1.67,63.36,19.16,1.39,13.51,65537,22747,22907,15795,15322,18661,10050,498,2.5,3.45,11.43,39.72,4.61,67.53,22.15,25.19,6.79,39.15,6.16,28.09,8.03,7.09,3.26,90.37,87.77,96.31,88.51,53.17,65.09,121,0.86,1139,0.61,13.78,20.81,23.27,0.03,0.76,1.14,1.28,93.66,0.51,4.44,3.68,2.94,3,2.45,90.68,0.68,19.22,3,396,94.5,88.82,1.26,41.67,1964,0.46,0.15,181400,228500,295200,113800,410,626,902,492,820,28.3,24.2,14.1,0,0,5.48,52.25,59.71,84.36,88.58,59.8,347.3,0.94,0
2719.18,22141,2.78,0.31,98.88,0.42,1.62,13.45,22.99,10.72,16.31,0,0,37397,74.69,0.2,49.11,36.05,3.53,23.92,41568,14878,14897,562,15479,38913,15316,943,4.29,7.62,23.05,13.76,6.1,58.54,10.35,24.78,11.8,24.69,5.65,23.72,8.06,6.9,3.12,84.46,81.16,94.54,85.41,56.51,68.46,81,0.49,927,6.26,6.26,7.01,9.49,0.26,0.26,0.29,0.4,92.94,0.6,4.29,3.44,2.76,2.74,2.98,88.06,0.97,35.94,3,1556,83.64,88.93,0.32,62.53,1976,0.43,0.14,104600,130000,171400,66800,545,656,734,189,815,29.7,24.8,15.8,0,0,4.19,73.45,56.47,78.41,95.96,87,254.4,1.19,0
